Model,Rating,Title,Review
OnePlus 7 Pro,5,Amazing,Jst one word Amazing
OnePlus 7 Pro,1,Return this product,"Voice is too low,setting is not proper,qulity is not up to mark...not up to mark phone..and not value for money..m trying to returning it.."
OnePlus 7 Pro,5,One of the best phone,One of the best phone I have ever used. Also thanks to Amazon for quick delivery.
OnePlus 7 Pro,1,Display light and speaker setting is not good,Not happy with the product display light always on after notification sometime automatic call receive on speaker mode. Camera is not as much as we think.
OnePlus 7 Pro,5,Just go for it omg 🥰,"Blazingly fast enough phone bought for 41k in sales ,I'm impressed by the vibration motor and display ,camera is also good enough and my good multitasking is great only thing is battery is ok ok as it's 2k and 90 hz"
OnePlus 7 Pro,5,Accessories not received,I received phone but not received accessories. One plus give two back cover and headphone
OnePlus 7 Pro,5,Beast,The performance
OnePlus 7 Pro,5,Excellent Phone,It’s too good for the price .
OnePlus 7 Pro,5,My genuine review,I was very confused to choose iPhone 11 or one plus.......at last this the result....One plus a good competator for Samsung S10 + and iPhone 11 series....Display matters guys...I preferred to go for iPhone 11 ..but one plus stands out with its perimium built quality......IPHONE IS IPHONE and ONEPLUS IS ONEPLUS...
OnePlus 7 Pro,5,Fab..,Best experience...
OnePlus 7 Pro,5,Thanks oneplus,Good camera excellent fingerprint and all day battery Life
OnePlus 7 Pro,5,Good,Excellent
OnePlus 7 Pro,5,Power booster,"Fantastic product no words to say , just a blast ......... Buttery smooth .....  Fed up with it tqqq amazon"
OnePlus 7 Pro,5,Awesome,I'm always fan of OnePlus
OnePlus 7 Pro,5,Go For it,"Awesome, mind blowing , fantastic phone.👌👌👌👌"
OnePlus 7 Pro,4,Love it,Overall performance is great but camera and battery quality is average.
OnePlus 7 Pro,5,Excellent phone,Phone was awesome. Finger print and camera quality and battery life are excellent.
OnePlus 7 Pro,5,Best phone,Fastest phone i have ever used. In display fingerprint reader is very fast. No lags. Very much satisfied with this purchase.
OnePlus 7 Pro,5,Nice phone,Nice phone
OnePlus 7 Pro,5,Amazing phone,Amazing phone ..
OnePlus 7 Pro,5,Excellent,This product is too good...
OnePlus 7 Pro,5,Excellent phone.killer,Mobile is awesome. But some issue with amazon delivery boy. Behavior not good. Very bad experience with Amazon delivery boy first time.
OnePlus 7 Pro,5,"Excellent Phone, with nice display",Phone touch is so smooth. You feel the difference when you use this phone. Best Andriod Phone in the Market.
OnePlus 7 Pro,5,Better than 7T pro,Super cool phone. Excellent performance. Camera is far better than all other Android phones.
OnePlus 7 Pro,1,Temporary,tempered glass not good totally
OnePlus 7 Pro,4,M,Battery life is too low
OnePlus 7 Pro,5,Simply awesome,"Go without even thinking,the display is just amazing😍😍"
OnePlus 7 Pro,5,OnePlu is best & beast,"Always had best Performance & quality for the product.
Using since Oneplus 3T & onwards till 7 pro.
Specific for 7 pro... Display & battery, both are amazing. Must got for it."
OnePlus 7 Pro,5,Good,Good
OnePlus 7 Pro,5,Unmatchable fone,Amazing experience
OnePlus 7 Pro,5,Oneplus 7pro best phone,Jabardast oneplus
OnePlus 7 Pro,5,Exchange Offers,There is not option of exchanging 3T in exchange offers. We who have bought one plus phones when no one use to buy them are like Pioneer generation. Please add option to exchange all one plus models for 1st hand buyers.
OnePlus 7 Pro,5,Real truth of OnePlus,Battery is not flagship
OnePlus 7 Pro,5,Best in quality when used with Android 10,"Don't worry if the phone exhaust very fast for the first time, nd just install the UI update, the update provides the adaptive battery, which makes the battery so balanced,
And that liquid cooling works perfectly, with this massive screen."
OnePlus 7 Pro,5,PERFECT,"The phone is very good working nd well delivered on time. The bettry came with 95%  charged and got 0 % in just 2 hours of working but aftere charging from 0% it's working properly. Fast charger is very impressive to fast. All think are perfect,but expecting a small gift from OnePlus or Amazon."
OnePlus 7 Pro,4,Nice phone,Nice phone
OnePlus 7 Pro,5,Awesome display,Awesome display good battery life 👌 bought in 38 k no. 1 phone
OnePlus 7 Pro,4,Screen protector improper,Misalignment of screen protector
OnePlus 7 Pro,5,Superbb,Overall this phone is awesome... This price.. 40999
OnePlus 7 Pro,4,Good,Nice
OnePlus 7 Pro,4,Overall Good,Battery life need to be improved.
OnePlus 7 Pro,5,"""DISPLAY""","The display is awsome. Just play any 1440p 60fps hdr video on YouTube, u'll fall in love with this device."
OnePlus 7 Pro,1,Not good,Not good
OnePlus 7 Pro,4,Headphones 😭😭😭,No headphones 😭😭😭
OnePlus 7 Pro,4,Not happy,I can't receive earphones connector
OnePlus 7 Pro,5,Worth every penny,This is my first time buying a flag ship but to be veey true never ever had such a tremendous experience with a cellphone.
OnePlus 7 Pro,4,Headset to be included must,It's kind request to oneplus ppl...pls include headset n better back case and curved temper glass fr this much range..
OnePlus 7 Pro,5,It's nice product in smart phone,Very nice!!!!!
OnePlus 7 Pro,5,Super mobile. From OnePlus I love the mobile,"I love this product super i am very happy with product. Thanks Amazon,but delivery is to late amazon mobile was very good i love thae mobile"
OnePlus 7 Pro,5,Go for it,Go for 8gb ram variant
OnePlus 7 Pro,5,Never settle,"As expected, all things top notch. Blazing fast and superior experience."
OnePlus 7 Pro,1,Over heat,It's over heat
OnePlus 7 Pro,1,WORST SELFIE CAMERA EVER,"Bad :
- selfie camera is very vey bad means even if you are black then this nonsense camera show you white in selfie.
- not a natural photo
- i compare this camera with iphone 7 plus & i am shocked 7 plus camera is superior."
OnePlus 7 Pro,5,"U can buy it , it's worth","Premium look, suprb design. No defect ."
OnePlus 7 Pro,5,Best phh😍😍,Mst buy
OnePlus 7 Pro,4,avg,avg phone with avg things
OnePlus 7 Pro,5,Superbb phone,Yes
OnePlus 7 Pro,5,Beast💥,Best Mobile I had ever Used . We can say that this one plus 7 pro is a mobile Beast.
OnePlus 7 Pro,5,Good,Good
OnePlus 7 Pro,4,Solid Performance!! Amazing price..,"The best phone you could get in this price range, oxygen OS is the best feature of this phone, it's butter smooth and responsive. Screen quality is good but not in par with Samsung's, 90 Hz screen is a delight to use. Camera also not in par with Samsung and Apple but at this price point we can't complain. Rest everything is better or same than what we get in Apple or Samsung. Buy it without a thought if Camera is not much a priority."
OnePlus 7 Pro,5,One plus,Nice
OnePlus 7 Pro,5,Nice,Battery backup issue sometime and heavy as compared another one plus sets  overall best experience with 7pro
OnePlus 7 Pro,5,Never settle,Awesome.....thanks OnePlus team
OnePlus 7 Pro,3,NICE DEVICE BUT STILL NEED SOME IMPROVEMENT,"I am using this device from last 2 months and it's seems good time to right my personal opinion about this device.
Display is osm no doubt about it, and phone feel very premium in hand, but it's very slippery so impossible to use without Case.
Battery charging speed is osm but battery backup is not that impressive. I am a normal user just check my email and business messages and youtube nothing else.
I bought this device around 44k and now price drop to 39999 in 2 months.
THE BIGGEST ISSUE WHICH I AM FACING WITH THIS DEVIVE IS THAT IT SUDNELY STOP WORKING AND THEN WORK FINE AFTER 2 OR 3 MINUTE LATER. I AM NOT SURE ABOUT THIS ISSUE WHY SO MANY OTHER USER ARE GETTING THIS AS WELL.
Hope this review will be helpfull for other buys are well."
OnePlus 7 Pro,1,Okay,The mic is not working properly and the service center people aren't responding.
OnePlus 7 Pro,1,Product not good.,The screen has bubble in it and it gets hanged every now and then. I would want someone to review it and then get it exchanged please.
OnePlus 7 Pro,5,One plus family,Best product ever
OnePlus 7 Pro,5,Super fast phone,Very good product
OnePlus 7 Pro,5,Display and fingers print very good....,Camera very good...
OnePlus 7 Pro,5,Thanks,Thanks
OnePlus 7 Pro,5,OnePlus tu jaan lele meri.,It's a mf beast!!
OnePlus 7 Pro,5,Value for money only 40k,Display awesome
OnePlus 7 Pro,5,Worst battery,Don't spend money 7pro. worst  battery life
OnePlus 7 Pro,4,One plus 7 pro Review,"Finger print reader is not good quality
Battery charging is super fast
Camera quality is excellent"
OnePlus 7 Pro,3,Low quality camera,Camera quality not even matching with one plus 3 . Very low quality with less features.
OnePlus 7 Pro,5,Never settle with One Plus ✌️,Beast mobile 💥🔥🔥💥
OnePlus 7 Pro,5,Worth,Nice
OnePlus 7 Pro,5,Great product,Fingerprint slow after Android 10 update. Battery life not good but average. Camera not flagship level. Artificial color boosting picture. Software good. Little heavy. Display good.
OnePlus 7 Pro,5,Oneplus user,All good
OnePlus 7 Pro,5,Super,Mast 🥰😍🥰😍🥰
OnePlus 7 Pro,5,Please send me bill,Good product
OnePlus 7 Pro,4,Great phone,Wish it had a headphone jack! Sigh! Otherwise the phone is sooo cool and amazing!
OnePlus 7 Pro,5,Uu,Nice
OnePlus 7 Pro,1,mobile awesome,I am not satisfied with amazon..They cheated me..In YouTube they showed so many varieties along with cute box headphones and wireless earphones etc..I am totally disappointed with amazon... Don't buy this product in Amazon
OnePlus 7 Pro,5,Very good,Product very good
OnePlus 7 Pro,5,One plus 7 pro,Fantastic product by Amazon
OnePlus 7 Pro,4,Love one plus,Gazab ka phone
OnePlus 7 Pro,3,Not the best at this huge price segment,"FingerPrint not the best, even with slightest of marks on finger it goes for a toss.
Phone has started lagging behind for most of the apps and activity after a month of usage...On this pricing segment it hurts with the current performance."
OnePlus 7 Pro,1,RECIEVED A PHONE WITH DEFECTIVE SCREEN,"DISAPPOINTED !!!
This purchase was a surprise disappointment ! This is my 3rd 1plus buy... Have always loved their phones .
This time around , I have recieved my OnePlus 7pro phone with a sort of notch on the side of the phone ,below the on- off button . Initially looked like a part of the bezel , but then I realised that the pixels were not working in the area . The black bezel like spot also has a voilet hallo around it . Haven't used the phone much to comment on the battery life, camera quality is decent . Fingerprint reader is not the best...
OnePlus team and Amazon team have been cooperative so far..
Have already enlisted for a replacement."
OnePlus 7 Pro,5,Class,Awesome
OnePlus 7 Pro,5,Love Oneplus,Awesome product
OnePlus 7 Pro,3,Overall good,It's a very good phone. But finger print reader is not as good
OnePlus 7 Pro,3,Didn't expected this type of problem in OnePlus,"Starts hanging , within just 2 months"
OnePlus 7 Pro,5,Super,Excellent
OnePlus 7 Pro,5,Awesome,One of the best phones ever
OnePlus 7 Pro,5,World's best Mobile packed with all features,"It's the flagship mobile of ONEPLUS as it is worthy at this price range. It is the pro with all the features included in it and every feature and every component is supreme that it is number one product among the Android phones in the world battery life the camera the durability and the design comfortability compatibility.
We can't  just explain it with a review we need to experience the product and you need to feel it u need to enjoy it"
OnePlus 7 Pro,5,Awesome,The best you can get for the price along with brand value.
OnePlus 7 Pro,1,Poor mobile,Poor mobile .
OnePlus 7 Pro,5,"Excellent product, I have fallen in love with OnePlus 7 pro, must buy.","Thank you Amazon for the fast delivery, before ordering oneplus7 pro I had read comments, mostly negative comments but still ordered it, I got phone next day and when opened it start the screen I fall in love withs phone, great affort put by OnePlus company for making such beautiful mobile phone, it's fast, charging is super fast, graphics is excellent, all set phone, guys you all must buy this phone and get fabulous experience."
OnePlus 7 Pro,5,Very Good performance,The most beautiful Camara and Phone very slime Best coler
OnePlus 7 Pro,5,Its good,Everything is good but battery life its only 3star
OnePlus 7 Pro,1,Worst phone and worst service,Don't buy. Phone has lot of issues. And amazon team is not at all responsive and able to replace the phone. Just waste of money. Pls buy some other phone.
OnePlus 7 Pro,3,OK ok,It's just nice... Camera sucks.... Better buy I phone Xr or huwaei mate 20pro
OnePlus 7 Pro,5,Great phone,"Now After few month if using one plus 7 pro i can honesty review it. I found this phone better than any othe phone in this class. Processor rund very smoothly, camera and video quality is the best."
OnePlus 7 Pro,5,Problem in fingerprint scanner,"Everything is fine but due to curved glass tempered glass gets damaged frequently
In nearly 2 months changed twice
And the finger print is the worse in this mobile"
OnePlus 7 Pro,5,👍,👍
OnePlus 7 Pro,5,Pretty Good.,"Been using one plus 5t. Now switched to 7pro. Never lags. Camera placements are just good, not like the one plus 7t. Camera is good. Not wow. Not pixel like. But still it will amaze you. Battery backup is quite good. I won't say excellent. But, even after my rough use, it has some charge left at the day. And, I am kind of heavy user. I will be using Whatsapp, Facebook, Twitter and all, so I use pretty good amount of that screen. But, it's still left with some juice at the end of the day."
OnePlus 7 Pro,5,"90Hz Display , Superfast charging what else you need in 40K","Can't go back to a phone with an 60 hz display after using this one for a couple of months it's an steal deal for 40K , display is awesome and camera's are fine not bad not too good but charging speed is so good that it can beat any phone , was confused between iphone 11 and op 7 but I am glad that I saved my 20k and also got an better phone"
OnePlus 7 Pro,3,Battery dragged out and slowly Charging,My phone battery dragged very fast and slowly Charging
OnePlus 7 Pro,5,Great performance,"It's monster. Great using experience.
Speed , camera quality awesome!
Very happy with its performance."
OnePlus 7 Pro,5,Amazing,Best phone ever.
OnePlus 7 Pro,5,One of best Product I have ever seen,Awesom display I'm fan of fluid amoled display of one plus hope it will more better in future launching of one plus 8 pro
OnePlus 7 Pro,5,Its good,Its performance Is fabulous and m totally happy with it. But some of issue i faced but i think this is only in my cell that will be fixed in service center all over this is a very amazing product
OnePlus 7 Pro,5,Crazy Camera!!,"Best phone I've ever used.
I had been using OnePlus 5 before this and that was what made me a fan of that company. Seamless experience with a superb camera. Helped me a lot on my trip to the US. Check out a few shots."
OnePlus 7 Pro,5,Depends on what you want,A great mobile for those who wanted to read articles or gaming .Good mobile for those who want a quick responsive mobile.Not recommend for those who wanted to use light weighted and wanted to use only text and calling purpose . All together if you want to squeeze the performance out of a mobile go for this.
OnePlus 7 Pro,5,-,-
OnePlus 7 Pro,3,Phone is best but camera and battery life not best,I disagree camera and battery life
OnePlus 7 Pro,1,This phone not working,"I requested amazon for our phone problem pls replace but one peson came restart phone give me
Still Phone same problem . many times call to amazon and informed no use"
OnePlus 7 Pro,5,Oneplus really 1+,Oneplus gv u one+ experiencr
OnePlus 7 Pro,3,Not as per expectations,Hang issue after software update costly
OnePlus 7 Pro,5,Beast.,The best smartphone with beautiful oxygen os.
OnePlus 7 Pro,1,Worst phone,"Genuine review, i have other flagship phones and for a moment i thought I'll try something new which was one plus 7pro, and i regret my decision since then. It is one of worst phone..they have priced at premium phone. But it's nowhere premium phone ..i feel it upgrade version of MI phones..not sure what this gimic is. Qhd 90hz refresh rate..all nonsense. Camera is biggest let down..with no waterproof certification and wireless charging..i regret i hav seen all this before..now i want get rid of this phone..i want to sell ..used only 1month..it's a cheap phone with highly priced."
OnePlus 7 Pro,5,camera,working fine
OnePlus 7 Pro,5,My faver nice smart phone,Better mobile phone one Plus 7pro verrey nice
OnePlus 7 Pro,1,price,everything is nice but what about the price who bought the phone for 53k now you are giving the mobile for 43k what is this amazon we are getting so much of loss while buying mobiles u are giving 10k discount on mobile not at all good😡😡 so thats y my review is 1 star
OnePlus 7 Pro,5,Printer cantina,Not getting print this mobile
OnePlus 7 Pro,3,It's not the same OnePlus it used to be,"Oneplus used to be a company which always maintained it's product's value, I hardly experienced price drop on my oneplus 3. Now there is a massive drop of 12000/- just within 6 months. I'm very disappointed with this."
OnePlus 7 Pro,5,Good Buy or Deal from Amazon,Experience of Oxygen OS and Powerful Build is unmatchable
OnePlus 7 Pro,5,I'm loving it..,"This is a review after a month usage:
Pros:
Display- 5+/5
Camera 4.5/5
Touch-4.7/5
Battery-4/5
Fast changing- 5+/5😜
Fingerprint sensor: 5
Now coming to the in-depth review, first thing was the Display: Which I noticed when I opened the package and switched on the phone was the built in wallpaper animation and that's when I immediately noticed the 90 hz fluid AMOLED display's awesomeness 😍😍. Then the next time was while playing pubg, it's graphics was simply awesome😍. Then again the third time I fell in love was during the display setting when we can manually tune the display colours. And I really longed for a curved edge display phone for a long time and all these features put together felt awesome.
Camera: At first, I was very sceptic about it as there were bad reviews swarming around camera😅. Then immediately the phone was demanding me to update it which I eventually did , which was around 2 gb. And then I took a few picture in artificial lighting with fingers crossed but it was fine. Then post that I thought the camera was not up to the mark😵. But to my surprise it was me who was the culprit 😜 and this came to light when I took some pictures during daylight, also I'm new to the triple camera setup so I was the one to be blamed for and not the phone, then as I got a hold of it the, picture quality was getting better and better 😍. So now I can say it has a pretty decent quality 😉 though it's not in comparison with other flagships out there I'm really happy with it's images also the 3x zoom feature will shock you as there is no loss in the image quality. Portrait mode is awesome but you will have to get used to it, selfie camera is also awesome, which also gives you awesome images 😍.
Gaming: I'm not s hard core gamer at least in Mobile , since this device has pretty hardware built for games I thought of giving it a try, and to my surprise I fell for it at the login screen as the animations were so pleasing to the eyes 😍 and during the game play there was no frame drops and the gameplay was pretty smooth 👍
Battery: since it's a heavy 4k mAh battery I thought it would last for a more than a day on heavy usage, but it's not so coz of increased resolution and refresh rate, it drains the battery a lot especially during heavy usage, but if we are not using it much the battery easily lasts for 1.5 days, plus the Warp charging, just shatters your perspective about charging, coz it charges three device  from 10-100 in shy of 80 mins which is mind blowing.
Finger print scanner is one of the plus for this device coz it's blazingly fast when compared to it's competitors 👍😍
Oxygen Os: I'm a first time user and to me this interface is just as smooth as butter, the feel, the response,90hz refresh rate, vibrant Display all together is simply awesome. No lags so far. Will update this in coming months.
Only con was the ear phone jack , but that can be resolved using a USB c to 3.5 converters , I used ptron adapter which is amazing and you can also charge and connect to earphones at the same time 😅.
I guess that's it for now will update on near future, if you're planning to buy this you can blindly go for it and won't regret 👍"
OnePlus 7 Pro,5,Worthy.....,The device is Very nice and it doesn't disappoint you
OnePlus 7 Pro,1,My OnePlus ERA is over,"I am done with oneplus. Cons:
>Wide angle camers is pathetic
>Front camera is ok ok as colours are faded
>Same as other one plus, really not much difference in using"
OnePlus 7 Pro,3,Review of One plus 7 pro review,All three do not work properly. Better life is not sufficient for one day per charging. Some times fingerprint does not work properly. Pl enhance camera quality.
OnePlus 7 Pro,5,Good,Nice
OnePlus 7 Pro,1,Dont buy,Within 2 months 10k price drop
OnePlus 7 Pro,5,Super Quality,Nice Phone..Super Quality
OnePlus 7 Pro,5,Best among all,The best OnePlus device ever
OnePlus 7 Pro,1,no camera quality,Is not better please don't waste your money get it oneplus 7 t best
OnePlus 7 Pro,4,Awesome,Awesome
OnePlus 7 Pro,5,Superb,"Superb ,No words....."
OnePlus 7 Pro,5,Awesome phone go for it,Awesome phone go for it
OnePlus 7 Pro,5,All about good,"Display, lock system, nd also camera"
OnePlus 7 Pro,4,Great,It's good
OnePlus 7 Pro,5,A great machine with intelligent mind,I like everything about it from body to finish and camera. All are top class.
OnePlus 7 Pro,5,Feel the greatness,"amazing mobile with a stunning display, gorgeous design, good cameras but selfie cam could've been better. I have bought it for no cost emi. The package was really good, Thank you amazon."
OnePlus 7 Pro,5,Why the 7T pro is worth buying!!,"The OnePlus 7T Pro is very much similar to the OnePlus 7 Pro, having only a couple of changes. You get an upgraded processor as well as a slightly bigger battery with improved fast charging. So, if you’re confused between the OnePlus 7T and 7 Pro, you should see the changes, that will not matter much in day to day usage and you can save yourself some money. But for those looking for a 8GB/256GB model, the 7T Pro would be a great device."
OnePlus 7 Pro,5,Almost perfect 4.5/5,Does almost all the things perfectly. One of the best buys I did in the recent times. Absolutely crushes all the other phones when it comes to performance and speed.
OnePlus 7 Pro,5,Good,Very good
OnePlus 7 Pro,5,Awesome,Great
OnePlus 7 Pro,5,Good,Nice
OnePlus 7 Pro,5,Good condition,Nice super
OnePlus 7 Pro,1,GO FOR SAMSUNG OR IPHONE,Overall not good experience
OnePlus 7 Pro,2,Nothing more than a piece of stunning display,"**[Review updated on 03-01-2020]
Pros:
1. Stunning QHD+ display with fluid 90Hz refresh rate.
2. Earpiece sound is loud & clear.
3. Slow motion video recording is really nice.
4. Front camera perform quite well.
5. Wrap charging tech is really good, it hardly takes  a hour or less to charge it from 0-100%.
Cons:
1. Battery backup is still below average, though the recent OTA updates really helps lower the battery consumption when the phone is in idle mode.
2.Rear Camera performance is average (was mediocre but the recent updates brings some noticable improvements), in outdoor good lighting conditions it performs really good,low light shots looks good anything else is just average. 48MP camera is nothing more than a gimmick if you not into RAW images or editing kind of stuff, camera settings has very few options to play with, Nothing interesting or exciting. like 3D emoji etc.
3.Night Mode and reading mode are not effective at all, both of these has a huge scope of improvements(Still the same), the experimental DC dimming feature is not upto the mark.
4.Sometimes it hangs while using instagram, Facebook, YouTube, chrome (SD855 was one of the best SoC.. 🤔Oh really???)
5. Not an issue anymore (There's a very weird issue with the front camera, sometimes it automatically get opened while switching between apps especially WhatsApp.)
[UPDATE]
OnePlus targeted the RAM management issue through an OTA update but the issue is still the same(no doubt there's slight improvement)
(Worst RAM management I ever seen in this segment. I hardly installed 14-15 apps out of which 5-6 are being used frequently still the 75-82% of RAM is always in use, I use Avast app to do so, still the issue is same.
While writing this review using Amazon App, every time I switch to gmail or WhatsApp, I need to re-navigate to this review page again & again and start writing the review from the very first line
Note: Right now there is no app in recent app sectiom other than Amazon.)
What I want to suggest you guys don't go for it if you're not a OnePlus fan. There is nothing good about it other than this stunning display."
OnePlus 7 Pro,5,Top of the line performance,"What can i say
#Amazon delivered it within 8 hours of ordering
But after almost a month i see a huge price drop which is a heartbreak as i could've got the 12gb model at the price for which i got 8 gb.
But coming to the phone it's an absolute beauty.
The display is crazyyyyyy i mean after using 90 hz of a monster amoled with absolutely no notch is just mesmerizing. It's very hard to use any other display after using this. Top of the line.
I'm not much of a camera person but still the cameras are pretty good for above average requirements. Maybe some software tweaks can enhance the image processing.
And the warp charging is a lifesaver. Though after Android 10 update the charging speeds have dipped quite a bit. I hope OnePlus comes with an update for fixing the charging speed. Else the battery life is above average.
Sound quality through speakers is amazing.
And the flagship processor makes sure the performance is butter smooth.
And it hardly heats up. Even after heavy gaming.
An average frontline round of Call of Duty consumes only 2% battery at full settings which is amazing.
I hope wireless charging was offered too it would've been a huge plus.
But conclusion is it's an amazing phone.
And hey I've switched from Apple to OnePlus after using it for 4 straight years.
I never imagined that android ui could be so good so close to iOS response.
Hats off #OnePlus you rock but please solve the charging speed issue."
OnePlus 7 Pro,2,Unreliable company,They keep on decreasing the price of their phones and the after market value becomes low so dnt buy oneplus. OnePlus started as a budget smartphone maker and it will remain the same.
OnePlus 7 Pro,2,Chuti,Very very bad battery and camera
OnePlus 7 Pro,5,No words 🥰,Good
OnePlus 7 Pro,4,Beast mobile,"As I expected from one plus.It is a beast a flagship killer❤️
But battery life is very poor.
Hate the battery life.
One plus please do something about it."
OnePlus 7 Pro,3,Not sattisfied.,Overhyped phone. Only having good in specs doesn't make a phone good. It is also about software running phone. I had samsung galaxy s7 which was awesome phone and after reading reviews bought this phone instead of samsung note 10. Its all regret after that. App will refuse to open up many times. Fingerprint sensor will not work seamlessly if angle change slightly. Overall user experience is not like high end mobile.
OnePlus 7 Pro,1,Awesome mobile but is problems is missing item,Phone is very awesome but some item missing in the boxes i am not happy
OnePlus 7 Pro,5,"I like this phone, thanks amazon","Phone is very good i like this, thanks amazon"
OnePlus 7 Pro,5,Cool phone,Cool phone. Was worth the money paid
OnePlus 7 Pro,5,Top class,Very good mobile
OnePlus 7 Pro,5,One plus 7 malfunction in warranty period,Bro that problem is called software problem software is not working u should go to customers care center tell them to replace the phone and get a new mobile or repack money if they don't do go to consumers court and file a case against them
OnePlus 7 Pro,5,nice,very nice phone
OnePlus 7 Pro,5,1+💜er,I was used this mobile for the one month . Its perfomance very cool .90 Hds refresh rate was very cool
OnePlus 7 Pro,5,grab this,last year i bought this for my sister ... and after complete use I can say this is very good and value for money ....
OnePlus 7 Pro,4,It is good quality mobile.,"I am satisfied with the overall usability, function and quality speed of mobile. Camera feature is superb."
OnePlus 7 Pro,2,OnePlus 7pro disappointed me...,Before purchasing OnePlus 7pro..asked my friend about OnePlus they has given good review for one plus...now i bought OnePlus 7pro camera quality is good but my mobile is hanging a lot while checking photos on gallery suddenly it will come out from the gallery and phone wallpaper get changed like default wallpaper will appear..while using insta or watsup not able to share pics it's taking too much time to loading..one plus disappointed me a lot..i am thinking why i bought this mobile i spent 50k on this phone instead i hv to purchase iphone.. if is there any chance to return i will definitely return this phone...
OnePlus 7 Pro,5,Go for it if you want a great display experience and a performance beast !!,"Fallen in love with it's display !! OnePlus made such a great device ... Thank you so much OnePlus
Though i had some issues with Amazon. They sent me defective unit twice and both the times there was a problem in that pop up camera , it was making weird sounds while poping up"
OnePlus 7 Pro,5,OnePlus7pro,Awesome57
OnePlus 7 Pro,1,Don't buy online,Don't buy onile
OnePlus 7 Pro,5,Regarding delivery,Excellent
OnePlus 7 Pro,5,Awesome,Good quality
OnePlus 7 Pro,5,I'm happy,I'm happy
OnePlus 7 Pro,5,Heating problem,Phone gets heated after using too much ...and also Some spots came on the sides of the phone when i used the back cover
OnePlus 7 Pro,5,Awesome phone experience after switching on one plus 7 pro,Awesome experience first time i switch on one plus i am fully fully satisfied worth for money :)
OnePlus 7 Pro,2,Is it worth to spend on phone with similar price compare to iphone?,"The answer is big no. I am not delighted with performance of the phone.
Finger lock is not sensitive. Requires two three times pressing.
It started hanging now (after use of 2-3 months). Auto brightness doesn't work at all.
Sometimes calls come but screen remains black :).
Camera is good. But spending 45k for camera only with these problems, is it realy worth?
Big disappointment that i can not throw it away :("
OnePlus 7 Pro,5,Awesome,Awesome
OnePlus 7 Pro,5,Superb,Good
OnePlus 7 Pro,5,Loved the experience,At 90hz refresh rate the battery drains but the experience is a lot better as compared to 60hz. But you can change it to 60hz as per your convenience. Altogether the best smartphone in the market right now
OnePlus 7 Pro,5,Great phone to buy at this price,I'm a huge fan of one plus. I upgraded from OnePlus 3t. One plus 7 Pro is awesome
OnePlus 7 Pro,5,Awesome Mobile,A very good screen and processor. OnePlus at its best.
OnePlus 7 Pro,4,Good,Good
OnePlus 7 Pro,4,A bit heavy,8GB version feels heavy.
OnePlus 7 Pro,5,So nice,Nice display....
OnePlus 7 Pro,5,Best,Mast phone
OnePlus 7 Pro,5,good,good
OnePlus 7 Pro,5,Hello,It's a good mobile .. looks gorgeous
OnePlus 7 Pro,1,Not worth as per the device cost,I am not happy with the camera quality. When I take snap of any running object...it comes totally blur.... Not worth the amount we spent for this device.
OnePlus 7 Pro,5,Love to have it,"Awesome phone, enjoyed alot"
OnePlus 7 Pro,5,Very good,Nice
OnePlus 7 Pro,5,awesome,gr8
OnePlus 7 Pro,5,Ok,Gud
OnePlus 7 Pro,5,Phone of the year,Performance Beast
OnePlus 7 Pro,5,Complete package,Batter draining very fast while using net the only drawback of this phone if you are a ruff user of a phone then this not give you a one day backup in one full charge otherwise all aspects are simply superb and camera in nightscape is Damm usp of the camera. Screen quality is awesome and use without case the phone give a classy look in your hand so I recommend use without case but lot of care because phone is too slippery.
OnePlus 7 Pro,5,I'm happy,Nice
OnePlus 7 Pro,1,"price is too high,","not up to the mark, no cost emi is not available.. price is too high, i suggest to don’t waste your money for this china mobile"
OnePlus 7 Pro,5,Good,Nice
OnePlus 7 Pro,5,Nice,Nice
OnePlus 7 Pro,4,Supari camera phon,Like
OnePlus 7 Pro,5,Best camera,Pro
OnePlus 7 Pro,5,Super,Amaizing
OnePlus 7 Pro,5,Please Read this If you had brought it,"Someone robbed my phone in a crowded bus, what a lovely phone it was.
I request you all(whoever brought this phone) to Keep your phone safely inside your bag.
Damn, I was soon careless, my dad is never going to buy me such a costly phone from now on."
OnePlus 7 Pro,5,A Beast but unrecognised,"I'm really satisfied with the phone but only grief is that just after the success of OnePlus 7T, company launched OnePlus 7T Pro which just has only spec bump i.e., 855+ and nothing else. And just for this, they have totally forgotten this phone. Both phones i.e., OnePlus 7 Pro and 7T Pro have same specifications but still they take a long time to give minor updates and security patch. Just for the purpose of Introducing a new model half yearly, they have forgotten the phone they JUST launched. Really unhappy with what the company has done."
OnePlus 7 Pro,5,Spectacular phone,It just awesome with 100% satisfaction.....
OnePlus 7 Pro,3,Not the best product,Not upto the started standards. Not really happy..
OnePlus 7 Pro,5,Awwwww,Awesome
OnePlus 7 Pro,5,Best edge mobile 7pro,one plus given good product always
OnePlus 7 Pro,1,Not worth it,Everything seems mediocre except fast charger
OnePlus 7 Pro,5,Bad experience,FINGERPRINT IS NOT WORKING PROPERLY AND BATTERY IS HEATING TO MUCH
OnePlus 7 Pro,4,Y,Good  product
